售前/售后,英文/小语种,id,渠道channel,会话chatSessionId,客户名称customer,提交时间,remark,sessionId,starLevel,意图分类,翻译
售前,英文,00f69b449da51d215e83c4daf0383592,na_store1,|82570365586707120342264,pTwiE44VuCxbNmYllY4R9Q==,2025-03-26,hppy,LGgrxNb2cfziQmx1L954B3D2YNrrTWSGlCq5K9rJts0=,5.0,满意表扬,hppy
售后,小语种,c21800ca5377d1d445a5489f891509de,de_sp1,|82569001731855797682199,rpcTxvxNP1S6LOCa74lVgw==,2025-03-27,SCHEI? AUF KI,cNHPs1q71H60Cin4rLG2GKUS7MVPqdibKiPx5VhqgK0=,1.0,"服务不满,使用指导",拉屎？在AI上
售后,英文,a01cbbfe63e7127fc9d363f4ce2c55c6,eu_sp1,|82569303563345341043458,vvhc21/T4pslnMttun9Jjg==,2025-03-27,I want to chat with a live agent,ZHinSXlKapwZu6/UiW8VQyeIzm76fy3b6QV3eE+Qeh4=,1.0,服务不满,我想和一个现场代理商聊天
售后,英文,01ca337e52e06be87d770f42c3e0a67a,eu_sp1,|82569300320955279624784,vvhc21/T4pslnMttun9Jjg==,2025-03-27,does not respond to my question,ZHinSXlKapwZu6/UiW8VQyeIzm76fy3b6QV3eE+Qeh4=,1.0,服务不满,不要回答我的问题
售后,英文,dfbaf346053e9a5a2d9e92393399c96d,en_other18,|82569840506503988741520,XfzDNmuSMZAdfWFbrF3vyg==,2025-03-27,CANNOT TAKE OFF,ksfv1QUckx+bjOTdDWp05Z9MYpjZCw2cEflHqYA6e50=,5.0,满意表扬,无法起飞
售后,英文,0ef801c70e5f1b320f44ab53bfa583d4,na_sp1,|82569583634751092854783,pHZ/n15f2RKfyvr/njvp/Q==,2025-03-27,hello my dji mic 2  volume knob is missing ,L5a6BaUIgRyOxuU1goxGo6plJ74ThDghEGDzqftRFME=,3.0,"设备丢失,礼貌问候",你好我的DJI麦克风2卷旋钮缺少
售后,英文,4d764cb69fb31f49f5c564431c093ab0,eu_sp1,|82569221509753605888867,osclEvwdh3Sk5S7QsfR1hQWTt7QV23SFpTSRlO/ztlw=,2025-03-27,This is not acceptable customer service - you keep ending chat without responding ,3xrPtODJ2HFHB9hVXUntYqIO/Bf4sPkNMIGr3G17b8Y=,1.0,"购买咨询,礼貌问候",这是不可接受的客户服务 - 您在不生计的情况下结束聊天
售前,英文,58fcaba2f52940adfaa0762caa1d0deb,eu_store1,|82568976230346141991070,hKznalLga3la7W0QJm3DNGGniJcDXyxWudG6Dd5QtDM=,2025-03-27,Not connecting me ,0hWSv9bsT5kB1G9Mhs3OXskLVP2QWksBTkdVVI+TlS4=,1.0,设备兼容,不连接我
售前,英文,4b9c5d06bf5ccc6909b2958237d61cef,eu_store1,|82569293270435106647648,zzv/L+uPBlP+D7jbT1nuHFW3k6W9fW0MUTqk7W7ZHAU=,2025-03-27,every time i typed a question etc i would see ... then it would disappear with no reply from DJI,FquVdbRJIbwpJRqTyUenz+PuhpfPpiej5qqBIbPPT5M=,1.0,APP使用,每次我输入一个问题等时，我都会看到...然后它将消失而没有DJI的答复
售前,英文,2f11d1090d9b4457fc0bdf38e0ed65ff,na_store1,|82568910159503637668567,3fv9lpewlU8RwHffBkAoZkNlJm0I1mcI7dekqpk0yNc=,2025-03-27,Dod bot answer my question ,LR4l3otUQsTsNVKJh1y5F9hYvqVU+oSS/+8Xy4E2T4s=,1.0,服务不满,DOD机器人回答我的问题
售后,英文,e8a746b5bf0cdb572ac74f95bb4683b8,eu_sp1,|82569336872496416228165,EHkkXv++AIL//kCb9KRmCA==,2025-03-27,The system didn`t recognice my new drone. What now?,hsKJaPhev4KHdDZBpZeI4r+JHyfY+iRGzDBLaXlZcUA=,1.0,"服务不满,使用指导",该系统不认识我的新无人机。现在什么？
售后,英文,802d154c5364cebad9d063f127d2fb76,eu_sp1,|82569221709343616315384,CNImm7opWbc8yjSY5dH1XKyjQULDXZQNfpXPtP3/6QA=,2025-03-27,want to speak to an associate and it won't connect me ,9fF6i9BXxseBdm1aCMJz/khpMtqYImmsuclPN4d3GcU=,1.0,设备兼容,想和同事说话，它不会联系我
售后,英文,1b11c0cc73b9e4a67c061e4ee1ce8408,eu_sp1,|82569276469834778555767,vvhc21/T4pslnMttun9Jjg==,2025-03-27,No response ,ZHinSXlKapwZu6/UiW8VQyeIzm76fy3b6QV3eE+Qeh4=,1.0,服务不满,没有责任
售后,英文,52f990c01c5779f56661387fe61139a0,eu_sp1,|82569345796215917570494,8ygYAlQWWVXHQ0tt3LHOMkIkDNkWOCYpYZFhQyAuFmA=,2025-03-27,chat didnt work out,tVog2egfJVhIPlhUTdfQmLwafAFWQaxDXputeMmnorE=,1.0,服务不满,聊天没有锻炼
售后,英文,e8b3c72c7fd3bb79cf7efb234a521675,fb_sp1,|82569278569044726091548,MGSPY1oa2zDPi7eP9E0O6D0uOMWYYviBxm2HQzLtXv0=,2025-03-27,"hello
",fLFmEOPCAjrn+eoCBrPk79G6evs6L0YsjgwvwfbYQMs=,1.0,礼貌问候,你好
售后,英文,4b4bd8ec030b823d2353a08481a7d9a3,eu_sp1,|82569218721493634832337,EQw5wF/1TfWi3v7Q86nUqStMymnRAnmSYKWw4DAbHUs=,2025-03-27,no agent is responding,voqDpjSNIicqNC3iTvs7cq9rp7QyEx51tOC1vBT9jCY=,1.0,服务不满,没有代理人回应
售前,英文,4ad3bb6e268d52b5c8c4d538fc457b59,eu_store1,|82568958419764791774867,M1SRi2ds6EwbdKyPh6nPIYnXbrRA71ECsunyjqfQ/U8=,2025-03-27,doesnt even respond and is broken as hell,B0UssAtJIx4LRLEEQXAjivqMkCkdk+s2sSUVtvoLM3o=,1.0,"产品故障,设备维修",甚至没有回应，也被打破了
售后,英文,0cedc3780070de5e02dc65e1da83ba97,fb_sp1,|82569265286084434932644,MGSPY1oa2zDPi7eP9E0O6D0uOMWYYviBxm2HQzLtXv0=,2025-03-27,bad,fLFmEOPCAjrn+eoCBrPk79G6evs6L0YsjgwvwfbYQMs=,1.0,服务不满,坏的
售后,英文,8112c3be736c66b424adf88d178e7cb9,eu_sp1,|82569353917386838372034,G7I+hwJ5mT0SvD4drqAozHtEp0P0LWItNHG6LJxy5Ck=,2025-03-27,Page is too busyt with irrele4vant rubbish and keeps changing,lRpXzWOP/VS7YDIKWeb9wRMJuoQQp2tqnfnEZY/g110=,1.0,服务不满,页面太忙了，没有无关的垃圾，并且不断变化
售前,英文,51362d8849bf1b31f2df0ca6fa559b93,na_store1,|82568797529663499210852,1XwtF2Gj034Wx8z2ddyZHYpahTJ0/nBl1TqMetlxxq0=,2025-03-28,I am not getting any help,xVO9yBk4UzBtW2PKdtceoohz+AyIIsfkX0aKVj6HJFc=,1.0,服务不满,我没有得到任何帮助
售前,英文,1ec2935e5742c3a237fa74d54c3d117a,na_store1,|82568809199781652157014,Ad6cuIVF9XPgLA2IEwvlasnqo7dXDz8IvQXRNaZ609Q=,2025-03-28,"
No response",W97mO9TWqVYfwZkRJq+DYGn5O8QN2+5vlGI0a1h7AKo=,1.0,服务不满,没有责任
售前,英文,c3e33047aad81981cc3d9ba831dae328,na_store1,|82568768333893254564079,s6e+ZLpHNxkalhwL8oXtCE5Qu1JTvvtc33zPgqWFXJYTZqMNGhKpGT4jcG2SBw6Q,2025-03-28,Try responding maybe?,0brS1PPRqcSz2NUKZig7ol1WOzmXBwzNMf3UnXqT3vs=,1.0,"服务不满,使用指导",尝试回应吗？
售前,英文,f2aa5408a39b0bfa5811adb2a8849bd2,na_store1,|82568766305641092561856,10C59Qpb2WRMlc1Z0UoKlQoa1mmQJWEqXPgtym00aZ4=,2025-03-28,"It keeps looping back, deleting my questions and not answering anything- I am still missing my order",r/cVBAG6VFQFVnXnvRchPUnfOD1D3Ph/0Tt3q1RVo2k=,1.0,"购买咨询,设备丢失,礼貌问候",它不断循环回头，删除我的问题并没有回答任何事情 - 我仍然缺少我的订单
售前,英文,92fe9ca6c7d02bad61189fe85ccdd480,na_store1,|82568721260752738068848,TosWQXdQ/JO610eHhLZy2g==,2025-03-28,No help at all!,SfRFgNMC0OW0W4WHQiuMbYn7hC7T955UgiLITDwoj/I=,1.0,服务不满,根本没有帮助！
售后,英文,745574bb50921935be0cee2ffa165ea0,na_sp1,|82569599253438956631336,Ojj36bNnFVQkBZtJ/CAbMhjY7ZriIPDSpSK5E1Tb544=,2025-03-28,wwwww,YaFD/wTVcxkeD1ElAU1Kg5UhL1MR1UwqvWBjHrG3y+8=,5.0,满意表扬,wwwww
售前,英文,c9c09b307b95aaa4f2a04986ab4cf8db,eu_store1,|82569357288686898845610,uZx1dZuA1JC1NPzPHCUhT1ATo4HAwUYcGgoD5B52njo=,2025-03-28,Got no reply to my message,b0WzRsAuJG2uv7bBGVUBVvQTAI3RnjCIcLebilzucKY=,1.0,服务不满,没有回复我的消息
售后,英文,c94637c587d9916140bf99e1ec9095a6,na_sp1,|82568096650914990021968,+Vm0fYn7L13EM0i3IRO3MBw3GbRoK15GQM75azcM+CM=,2025-03-28,Quick,po6KhE8ja0puAeixJDquoTIdJzzX90A30381ioQ9uFs=,5.0,满意表扬,快的
售后,英文,6a9af72309559b5b73c562fbc8e5cdd1,na_sp17,|82568090759454841822783,/tfLfwLoRb7gVTMIt9pZbOhZq7P+M6mMEKGk5GPiFb8=,2025-03-28,Was not able to solve my problem. ,YuE7zfuZjjyD1+kxBVSjgg==,1.0,产品故障,无法解决我的问题。
售前,英文,6037bb98a4af59686778734db5c314d4,eu_store1,|82567526277266983220485,RBWNjPhKtU0/cHzVMQ0HNwVPoVIw40PdHqFGkaLQhcg=,2025-03-29,You need to start answering ... Not only cut-and-paste some random shit ,gpDlEkqJgnCAdMC3JzXS8GALGyewoJx/8aWjCTJPQtE=,1.0,礼貌问候,您需要开始数年...不仅剪切那个随机的狗屎
售后,英文,2bcc7920ce137a6ada982831f0499c0c,eu_sp3,|82565644081415848817995,g5cMUXPy79KchElS+eykSQ==,2025-03-31,Alles top 5/5 !!!!! Danke schon !!!!!!!,eEsl+2X+d6dkjJmXSS7TP4ip2jaKRPCLnWWw/k8kWBg=,5.0,满意表扬,艾尔斯顶级5/5 !!!!! Danke Schon !!!!!!!
售后,英文,ded2626d691e06d521b53ffcc2328d93,au_sp1,|82565378367116588741513,QDDzHbfpf4lB+DCGH5vgx1lb+PL8BFzt8+sSKNxtAOs=,2025-03-31,A response would be good,jN4C41kPGJFD1ArjZvxR4UfFEbpp+jWhwEqesonL2ic=,1.0,满意表扬,回应很好
售前,英文,bac539aa127da3be5817a55d82c335a1,na_store1,|82565261198035137446975,Tr3BWuY9FHlkwEyqzLOK7Y/5rNfwL2IpWjYOAvJhBi0=,2025-04-01,noooo I just bought this drone a week ago and had collision damage. what do I do? ,ai+BZBDyIBQJUsHAVlhMZv23paKsivt8TNhWukJNA0w=,5.0,礼貌问候,NOOOO，我只是一周前的这辆无人机，并遭受了碰撞伤害。我该怎么办？
售后,英文,0b2638c344a6b2b2d17db5cf6d98ff0e,eu_sp1,|82564814381476458193648,DFlB6tOLqWv8NjWrYi6uQqZnJQjO5gGX3NluH+Q4+Hk=,2025-04-01,my request was totally ignored,xuVVNi6x0GB/Tvpl6exGPnZ/AOBJMXMXHjIVmnJVwB0=,1.0,服务不满,我的要求完全忽略了
售前,英文,d7ee7cb69e4390d48e33c036145934d2,na_store1,|82564609722371022713395,n5QjWs6pcY32hNRDsYM0Ng==,2025-04-01,I'm not receiving any response from a virtual assistant.  There is no acknowledgement of my question,VOwOgfniosELX+UEOLvVzA==,1.0,服务不满,我没有从虚拟助手那里得到任何责任。  我不承认我的问题
售后,英文,a8a40d3e0e8a8d31ed0195461bc0f083,eu_sp1,|82563782930177634796242,nFD1gW9X/mAyQYjK9DcqlA==,2025-04-02,Is there any way to buy the receiver for the mic mini 2?,c1zXr5Ym855XkMWltopLcY2CAIrwljpAlcIkOP29j+Q=,4.0,购买咨询,有什么方法可以购买Micri 2的接收器？
售后,英文,79eca02d2f1cd369d785f00c2cc81896,na_sp1,|82563648830585390322534,JHOQEoIPelGuwkboPzyhT7gG4rWfyVclelg3lxZicLY=,2025-04-02,"Hi, im trying to get an update on a case I filed. ",rHfZD39ZmX/bpRx4V+tuMaSZkSlj9QpZMBGt7PhY+Cs=,1.0,礼貌问候,嗨，我试图在我提交的盒子上获取更新。
售前,英文,417bc8a7e255e19d04f86a52f744bf81,es_store1,|82563806086278059644953,ZIpmza3/3UjCJZ7Q8+u28KNGvNNor2ce2Pp3Yt4SV8c=,2025-04-03,"Hello, I am writing to you regarding the case number.
CAS-21072083-D7K6S9",Ag2G/sGxwP5i1sz5eKo+KjAPehpVCBjfcpfA69ujSdQ=,1.0,礼貌问候,"您好，我写信给您看案编号。
CAS-21072083-D7K6S9"
售后,小语种,391af477a573a91b39bbfd0ed7a28422,de_fly1,|82563624611569586619857,H1iHitgHjUuXqM1f/Jqlt7ewaIUuqCKogptcF63D0eA=,2025-04-03,Mein Motion 3 controller funktioniert nicht ,QLAyBi8vHsFk+w0TNpXeYx9JnmiowUDAgU0njTdd0ek=,5.0,满意表扬,Mein Motion 3控制器Funktioner Nicht
售后,英文,d5f7f3671530cdf71e3c38c16db3d983,na_sp1,|82563156537671791448306,EG8nVvu+4MbaNJZ4VU90I/GIlwPPL2cbF+q/zPyy2m4=,2025-04-03,"No acknowledgement of ?. Incomplete refund provided after nearly 2 hours on hold and on the phone 
",LAeDGCI7EFvTSmwy1nK+w1POjU/hrPeBzsohaiKPq14=,1.0,退换处理,不承认？将近2个小时和电话后提供了不完整的退款
售后,英文,184435df89f37400f9e2110068d384ab,na_sp1,|82563026519261135672529,7IC3GiqzyQtmK5bLYbtwKg==,2025-04-03,"It was awful, online, call center could answer my question.",a7M1yeLsEXYmrwAdVKgwtU1aaFNCJW3HjPZHRSVJ+ek=,1.0,服务不满,这很糟糕，在线电话中心可以回答我的问题。
售后,英文,865e5bbccea4a5a372366f3ef78895ba,na_sp1,|82562690914871343343133,Y0r1g0ji7ZqwIz+RLKSTCSalI5Me+x3V9hphy8KhwjQ=,2025-04-04,It needs to offer solutions that actually work.,ubqi52W90rGA31BME7TcjRJEznA20B+OQQLhFz+dPAw=,1.0,服务不满,它需要提供有效的新闻工作。
售后,英文,16a515f7a7564cce012a69ff1b3ebd11,na_sp1,|82563009339716856161545,+2z+K5GiUul5A8d3uRwmRA2idxFHjTpc0GYkgbfeV0E=,2025-04-04,DJI has bad customer service. I will not buy DJI brand products anymore.,kXlY4AIMktHZFAUaXrtjz5g/ZyGxya0p1R1KQZlhcOM=,1.0,"服务不满,购买咨询",DJI的客户服务不好。我不会再购买DJI品牌产品了。
售后,英文,966f659f217ecfac3b129e2a6afa8e8b,na_sp1,|82562429551756754082763,Z0hLc9dpOyPQu9KkSshfQUf9P0piblL7VUA9Z6foVZM=,2025-04-04,"Your automated service bot definitely did a great job. 
I then quickly fixed the problem.",5eoifcSTW3FeN5gxTBbhcHEFP9ZggzF7q7HlkaYZ5PA=,5.0,"产品故障,设备维修,满意表扬","您的自动化服务机器人肯定做得很好。 
然后，我迅速解决了问题。"
售后,英文,901cc2ed0bccc61cc40525e737e3b603,eu_sp1,|82562334674814696272033,zYr0OLNyTt4WYE0rbIp0YA==,2025-04-04,bad,LFlho0iDGrxHNwgLakr4pQDWknMGZ2aOzg83h4r+6/E=,1.0,服务不满,坏的
售后,英文,d06cfba40562f9f3f8b8cae4d9036ab5,en_other18,|82563058988468000278909,5wOFOBSFY4kMWOu3wU2b6oJeV1UOCJMO0PR5UteetKU=,2025-04-04,,Klun+8SOTCA6sLZO5nqMgEWvUjWBMcJg8EgF6m8Dod0=,4.0,无效数据,
售后,英文,f60ad4cb12401075302d75c0ecb12c76,na_sp1,|82562072699088347041116,R94fg+uJTXsaup/whPCMDRuBfAn4GOmjjKMyy6IXWlo=,2025-04-04,"Couldn't get a human
",FfQ+n6BC2ozQkka+rP76cPx+HDlKLdSZekRjsgjXjAo=,1.0,服务不满,无法得到人类
售前,英文,04e93c3df51ff65d15084c7ccda59c69,fb_store1,|82561865010635068520856,R1OTIDCwjeblcPcRA23nfg==,2025-04-05,i want to have the actual date of item shipping,zI0Ufbw+ket2XfXg9fFRDInBpJ9evRO+XQgbzvQlphU=,1.0,"物流配送,礼貌问候",我想拥有实际运输的实际日期
售前,英文,bb58b131321afe28016364d32e52fcae,na_store1,|82561801007274467933216,GrKYa4iHbW2Mp7XKt8xwDG4AP1L8CVsS8jHvRwTkNW8=,2025-04-05,The attention was the best and they were able to answer all my questions. I am very grateful.,Oxk7McA8IU7p+kovitVaHfg64yqog/whHWvzm6c7MKI=,5.0,满意表扬,关注是最好的，他们能够回答我所有的问题。我非常感谢。
售后,小语种,66e07d19d0549160e0ae0994f3b9893e,fr_sp1,|82561263262687343288298,访客-aa2d5d,2025-04-05,"Vous mettez ""cliquez ici pour..."", sauf qu'il n'y a aucun lien",35069da94284f34adcd8bcd05f5d2102,1.0,服务不满,您将“单击此处...”放置，除了没有链接
售后,英文,3f2fae327bfec4cd47a08cd5df24946b,es_sp10,|82561105548625400130130,mQZoIoC2HmgbkZ3z8riysQ==,2025-04-05,"hola tengo problema de activacion para el m200
mando numero de serie 0FZDFB60P30067
me da error ",zuygLoX3E8IAmIDWuSYPZcxYjHKyrvu7fvEMlPGxjFc=,4.0,"产品故障,礼貌问候","Hola Tengo Activacion Para El M200问题
Mando Serie Numero 0FZDFB60P30067
我的错误"
售前,英文,ba8deeccea127fa39eedd90df5927c5d,na_store1,|82559542419474097098295,7+9+pe0bM1UIJmDFk91XvnkGKq8nAfZauFct9aJ3q8I=,2025-04-07,"I know I have DJI Care Xpress, but I don’t know what I am supposed to do with my crashed drone",mewEfmp5oDlmw7fk/fNVaKpgUh0VsEb60YZoICzYKNA=,1.0,"服务不满,使用指导",我知道我有DJI Care Xpress，但我不知道我应该用坠毁的无人机做什么
售后,英文,c4a99ea9d9d4753d03dda240f5aab2aa,eu_sp1,|82559772567702891167314,roF8Qgvr3Rg5tAVNQeFgbL8l5iZoLyPCZhfcFgV0dl8=,2025-04-07,"Hello,How can i install the DJI fly app on my Samsung S25?
",NWEzdWGTvjxszzLLenDv+t1lcKr5jKhSZAveZc3zFv8=,3.0,"APP使用,礼貌问候,使用指导",您好，如何在三星S25上安装DJI Fly应用程序？
售后,英文,208bfd679afc25ad7a7613597f715e47,na_sp17,|82559415161189841443893,0GV3C2y1gHypPX6nRqBJkHNnTVagnGFGHvTuYjxDXrc=,2025-04-07,Everything!,HvOwouqTUggws5G3zw0AK7uJaewNDf2Pu8jO7T8wO2U=,1.0,礼貌问候,一切！
售后,英文,4f682e974fb38501e55b8fb8aa657ece,na_fly1,|82559418096474426192317,ypYHP1gywkhY8lX/pkZtuSfgG+icM48lp7piUUT1hN8=,2025-04-07,Hi. My drone dealeared. No way to find it where then map says it would be ,Fu9KszXNtqtpc+MQ2GdSLHV6tYeyQickV7Qmv8+T/SQ=,5.0,"设备丢失,礼貌问候",你好。我的无人机打交道。没有办法找到它，然后地图说这将是
售后,小语种,29a6ba68f8bbf94c323b4f753a5ad1fc,kr_sp1,|82559262043392272027967,DiqbySgm6IUzxPw0o5aKKUh27nyD2pJaAVGeQzXXqWU=,2025-04-08,894PMCPDA000BH서비스수리중인가요?,kMyUoBlcAlu9VDLNZrdXfW3V7hCxVWnjtTQwNlVUGKA=,5.0,"满意表扬,使用指导",您正在维修894pmcpda000bh服务吗？
售后,英文,28478bf2bff317decd515dad0738da28,na_sp1,|82559280082307796252208,JywnjUK/+sP2/8SpVvt2XsUBiz6CyVf/o3njlkadsas=,2025-04-08,A live agent to chat with just check with me in the loop,mjtI7YmpCEnj6Uh5GY7I0heHosMp5Hg5ddhU0mktGm0=,1.0,服务不满,现场代理可以与我聊天
售前,小语种,40156513d672cb7dad77bbd58e36f005,de_store1,|82559657224822079686849,JP2hr5KyTomFra07AbFhVid4knujsH/l4qwCjxr4/us=,2025-04-08,"Problem wird nicht gelöst, nur generische unpassende Antworten",yEjMn7CxTcNY1nfmwfu7Hg4kMSg5/5cTfBeAMlzg0cI=,1.0,产品故障,问题WirdNichtGelöst，Nur generische Unpassende Antworten
售后,英文,f805b9d2f6a168f8eda394e089948078,fb_sp1,|82559008827937506735042,F9/ULNePDciYzn1VAyyNSnWgn4A13iEr2VrvL75szR0=,2025-04-08,"my mini 4 pro screen going blank
",N2vZaPNbAQx+EPznSGTZxwSGe89GyRuBdvEZPa6/H9c=,5.0,满意表扬,我的Mini 4 Pro屏幕空白
售前,小语种,a481949a55abd6343d4a50a3ec15fad0,de_store1,|82558901280131082896186,NAioJPmSvc+Cf28+wgCW0rplbjVqwW8DEH6tjE+T7CMwisW10fgNLDMwPTWR89wr,2025-04-08,direkter Bezug zu meiner Frage nehmen,ow/5/e1MEck/y/hSoOVwz3Eg16ntF4tffHNKG20ZtG4=,1.0,服务不满,Saykter Bezug Zu Meiner Frage Nehmen
售后,小语种,c96b5959c7f5284e17a5d323642ee542,de_sp1,|82558711648198638783174,访客-2260d2,2025-04-08,Nirgendwo,b086dbdb7c492f445218379d6bfb45f4,1.0,服务不满,无处
售后,英文,8c4075d10cec61b84c6e4bfbc821d071,na_sp1,|82558716277405043652736,bKaThKRvlFNpxd2xrMRxsJQUPj5NqHvntAMFpxTx2rk=,2025-04-08,"Apparently, you no longer have an APP for my phone or one that will work. The app was always blocked",4pbEBOv+Atm9Y0lV3g75QFAmTWw6Pg4r1kVuQiGGiCY=,2.0,APP使用,显然，您没有长度为我的手机或可以使用的应用程序。该应用程序总是被阻止
售后,英文,e6fcb908f7eefee7ef534767c3313e89,na_sp1,|82557783882582573492745,wJLVQI1SrSNjXufOs9kRGbK22wf/RTg6ZaiZnvYt3K4=,2025-04-09,PLEASE 🙏🏼 French Please!!!,uoBiDf77v1eFywz4EcWKpYPNMaGf7hMfv4AsFUSQvdk=,3.0,礼貌问候,请🙏🏼法语请！
售前,英文,fabe566a04536cdcfde7414d37e0c080,na_store1,|82557772369892283898907,0YWqYNAJvxlR9Wb6o7nvlUxFi5IJ8K2yCXyGd0da2Zw=,2025-04-09,very friendly and helpful ,9uiKJyCbstA9yzpFjYf70GTpsQYMLitYRhcOBc7qnQI=,5.0,满意表扬,非常友好和乐于助人
售前,英文,bac28153c8501af7c2e1c1fa6c0f77a3,na_store1,|82557676469349370562604,10IEj70Y/9ZDhVw/VLcIgA==,2025-04-09,prompt response,uNdXuYOiwBPJqFZZgu1FhTitvNA2JOeVADi5lNbFjpQ=,5.0,满意表扬,及时回复
售前,英文,8720b3bdd76d833944031ed65b262796,eu_store1,|82556327540078071772544,bZOCzBEytqcKtfXYinoKnsfMyR7xFsy2s0Ts1+hfToI=,2025-04-11,nice im very satisfaied,QYFLpVYQAPwhWEp/mPwV4f+49j+Mr7CT+Mk5BAazRbM=,5.0,满意表扬,我很满意
售前,小语种,758851bfa4b5f3f5a3c44537a2838320,fr_store1,|82556282503936892229049,CW60GGD0bjqAmcPkI7i/RtpjofUTC49wnlz53YM/O0o=,2025-04-11,je n'arrive pas à acheter une pièce de mon DJIMINI 4 J'ai DJI mini4 pro Un petit soufflet en plastiq,BNp3GI8WA+/PCau20zIHp2SO3niMTssusqupxP249Pw=,1.0,服务不满,我不能购买我的djimini 4 i dji mini4 pro的一部分
售后,英文,d9cda2ef3058f12bbc7edcdeac3995ea,na_sp1,|82555960380798640110036,2QdZAwEo8rOAp2rgR8Guhw==,2025-04-11,3,q6dp2J7XGDiCfA8il3OGaVGqKUJw5HO3fUL/7Xgo/Kg=,3.0,其他咨询,3
售后,英文,3bf346658b0de11af8014ef68387e5de,na_sp1,|82555818483269436599061,OhdERiDIxhBGbjBhMIuZbA==,2025-04-12,The f a drone's own will not take the serial number of my aboditude as the r I d can you help,YKMWutxtrScQn0KkJgXUQNe1V7xiNOUvtP3kuT376bs=,3.0,使用指导,f无人机自己不会占据我的住所的序列号，因为您可以帮忙
售后,英文,6141148d214471386d732a293e701cb1,en_other18,|82555267269582196841251,VWN5czpRd5MmnMePTLQFLpq4+txxXUUYSfORgGXFXAE=,2025-04-12,Why is it so hard to get a shipping label or address to send an item for repair?,Mm7ZJL1RswKiq/9PecAyou4NCtJ/bgG3THfoc+PGgWY=,1.0,"设备维修,物流配送,设备兼容,礼貌问候",为什么要获得运输标签或地址来发送物品进行维修呢？
售前,英文,adbb51301414900ad792d608ed69d4ba,eu_store1,|82555208088471068523968,LZe8f07FcxU6AK8Bd83wjOpeEJYfEvgC8DSucmU3xlc=,2025-04-12,no reply!,vQ8Lhp+h5K5egvNsVILYRWE465nkAnDj9wEAFuLjqHs=,2.0,服务不满,无回复！
售后,英文,9e27d8c8e0d5685cab3387ad03b61430,en_other18,|82555121118407787954753,Cdo/wDMeFQlgI2u2zncobQ==,2025-04-12,"Hi,

I have drone Dji mini 3 pro and RC2 remote cotroller. 
Is it possible both work together?",q0Od8ZVkh+LdVo1N6VctSzY3kY5B52Eu6D0zVTHBUtA=,5.0,礼貌问候,"你好，

我有DJI MINI 3 Pro和RC2远程共滚子。 
两者都可以一起工作吗？"
售后,英文,8c3b838acb1b627561ff69649fbf5f41,eu_sp1,|82554571393202997065523,RGrj56Q/jOKqdUXhsQVn+A==,2025-04-13,kan geen Software voor mijn FHantom1 niet vinden heel jammer ik hoop dat U mij kan helpen,nKPosqRE6r6QkHiOYZp08i/WrdS80dN4qUahRvpdDw4=,1.0,APP使用,kan geen软件voor mijn fhantom1 niet vinden heel jammer ik hoop dat u mij kan helpen
售后,英文,f27d90de4e95564f663dae732c4b7af2,au_sp1,|82554572601283018619309,5flC0WjwgmY92ibu/NKu9A==,2025-04-13,"My query was not addressed.  Some other/generic info was given, of no use to me.",yobU8XBvFLIKm1A8cCbCZw==,1.0,物流配送,我的查询没有添加。  提供了一些其他/通用信息，对我没有用。
售后,英文,254ec7aae10ea16cf61a7107fae6bf51,eu_sp3,|82554549370702806290637,9BxiVbzL7CpLgCWNX6xumAhQlW/fiMuqx0h1VyP2VCk=,2025-04-13,Everything ,1F91ej1hzfCPesl+8MKiq8PTRCb1G1IkQazrN/YJidY=,5.0,礼貌问候,一切
售前,小语种,4d6f85e1b6e3bfd289a4475c7263d1f3,fr_store1,|82553557637199327140264,mkWZVYprvahx44/3/V4gEILpwhYtkPlhO36RKJ3f+10=,2025-04-14,"Je ne suis pas satisfaite de la solution donner,
Pas de solution pour ma commande.",S827FAsYVkKXSRMeB1y1zV3uu7hOSYc1/t2fRmy71nE=,1.0,服务不满,"我对奉献解决方案不满意，
我的订单没有解决方案。"
售前,小语种,c0aeefac95d9ef3242fbc229eba10573,fr_store1,|82553408380334916994606,mkWZVYprvahx44/3/V4gEILpwhYtkPlhO36RKJ3f+10=,2025-04-14,Je ne suis pas satisfaite de la solution apporter pour ma commande n°0330868360911,S827FAsYVkKXSRMeB1y1zV3uu7hOSYc1/t2fRmy71nE=,1.0,APP使用,我对为我的订单n°03308683609111不满意
售后,英文,ac4c51890fa689537324f36273bade04,es_sp14,|82555321972792072734509,F4Mf7BWgrvq59dpEs/LEoA==,2025-04-14,The fastest and most efficient customer service I've encountered to date.,Q7iSXg2eYjsCSg4jOOJA0f5iQnSTeSDVeag/a87j/Vk=,5.0,满意表扬,迄今为止，我遇到的最快，最有效的客户服务。
售前,英文,a055af148b05193b1b15f5b494022705,au_store1,|82554081501815063494228,WJwYlDW8v5xaL9HHSWaeUgyqlW/QPfkmGLMJIh5PMPhMUNZAoqCjO+uazodJCOLy,2025-04-14,"I spoke to someone yesterday, he or she gave me wrong information, waste half of day at Brisbane ",374ej3TLbDPabRhMisi3xrIqMYF8KjZXe/oZGEJ9ULU=,1.0,服务不满,我和昨天的人交谈，嘿，她给了我错误的信息，在布里斯班浪费了半天
